baseMean.st10	log2FoldChange.st10	lfcSE.st10	stat.st10	pvalue.st10	padj.st10	baseMean.st15	log2FoldChange.st15	lfcSE.st15	stat.st15	pvalue.st15	padj.st15
Xetro.C00386	654.312684147764	-0.584597442808362	0.192219450895434	-3.04130222037924	0.00235557262883401	0.0990087463907639	654.312684147764	0.452665470657034	0.17228625635936	2.62740325445839	0.00860393039903969	0.0417527992551042
Xetro.D00695	406.806330004494	-0.750218132044991	0.189773545354532	-3.95322820492943	7.71038365615817e-05	0.00937210733315451	406.806330004494	-0.548039502029199	0.17010449552799	-3.22178141340787	0.00127396286601043	0.00940305924912462
Xetro.D01070	1458.65052333994	1.64066837709205	0.468622345916633	3.50104597313403	0.00046343589070647	0.0325985018576483	1458.65052333994	-1.68231715330307	0.431871642631681	-3.89541008770938	9.80327237742506e-05	0.00116796216947176
Xetro.D01520	59.144077244794	1.95625844435854	0.569055591510201	3.43772818252586	0.000586616235654434	0.0383075311601641	59.144077244794	2.02653939072123	0.580157299874954	3.49308608399486	0.000477472561397922	0.00430577934832055
Xetro.D02419	1694.78149424586	-1.13636812831021	0.370308007713346	-3.06871065340253	0.00214984701466779	0.0933863369880254	1694.78149424586	-1.55036465166911	0.346835499275701	-4.47002874534685	7.82090852769085e-06	0.00013818998081377
Xetro.E01322	384.323975725928	-2.32830233856362	0.495675827398614	-4.697227925725	2.63716117838186e-06	0.000694639476348242	384.323975725928	-4.0333047555019	0.454067777354695	-8.88260510137738	6.5312489989859e-19	2.17546176764094e-16
Xetro.E01370	66.5007984126557	-0.880935348411023	0.289702089514279	-3.04083187624922	0.00235925526536958	0.0990087463907639	66.5007984126557	-2.89410002210421	0.436182405452786	-6.63506823274987	3.24352458640422e-11	2.27701243946897e-09
Xetro.G01392	184.751157845223	1.3152885414984	0.336692337951308	3.90649977217069	9.36427316030963e-05	0.0105873187217857	184.751157845223	2.15368634359507	0.297416020269358	7.24132594352031	4.44319132462451e-13	4.48762323787076e-11
Xetro.I00996	379.121129732429	-0.721566340130773	0.222055019065296	-3.24949349565747	0.00115610722069948	0.0610216983308157	379.121129732429	-3.99362746159088	0.342184796483658	-11.6709669822564	1.79372713920091e-31	2.55279985129003e-28
Xetro.J00595	71.7718825956465	1.74616038846381	0.56981736891564	3.06442113512044	0.00218091666954401	0.0937491262810932	71.7718825956465	1.27294089679601	0.400039846455572	3.18203525992349	0.00146244012968739	0.0104588854409575
Xetro.K00823	95.7575185445351	-1.14170807029258	0.283547731471512	-4.02651103702194	5.66105833891666e-05	0.00756470127169452	95.7575185445351	-0.941136915107049	0.317235207732884	-2.96668494595183	0.00301029250638726	0.0183441530507951
Xetro.K02408	85.3940542949798	1.26810378359433	0.326563341325835	3.88317861535185	0.000103099775020958	0.0112953558828271	85.3940542949798	1.19428142848298	0.310325507924297	3.84847973494439	0.000118853126952824	0.00137114642774241
Xetro.K03335	326.352147244847	-0.668634317151552	0.21655055919192	-3.08765915750404	0.00201739710347964	0.0895574931588594	326.352147244847	-0.783828007762688	0.193963661101996	-4.04110751111525	5.31993604424956e-05	0.000704598974388552
Xetro.K03754	163.379776114264	0.684786883879921	0.216330917457366	3.16546008276824	0.00154837905422986	0.0751317768663554	163.379776114264	0.895132732290069	0.219121323360466	4.0851009776786	4.40576523676439e-05	0.000602904325013519
zc3h6	755.126972398107	0.964035239682546	0.246730120014481	3.90724585885973	9.33541498388335e-05	0.0105873187217857	755.126972398107	-1.02108972070857	0.22965423360161	-4.44620464728679	8.74006914845892e-06	0.000152028647243471
zfyve21	367.348041498845	1.37145342554426	0.208146122120099	6.5888973168231	4.43105093718771e-11	4.57136755019865e-08	367.348041498845	1.00543352295295	0.212920958151382	4.72209749421712	2.3342473225944e-06	4.89847745780365e-05
znf329	343.411858507897	-1.04390504688027	0.324966754303926	-3.212344133837	0.0013165656641045	0.0670744153152827	343.411858507897	-1.04327967472242	0.284928416964716	-3.66155010383402	0.000250693819168736	0.00254844918122504
znf385b	34.4483400554396	-1.46176228058494	0.398051841102501	-3.67229121849112	0.000240385522651235	0.0195787682264624	34.4483400554396	1.39384155674676	0.354061469532724	3.93672194431744	8.26022237528347e-05	0.00101581917741605
